2007_000480,375,500,person,5,172,116,373
2007_000480,375,500,aeroplane,2,68,486,325
2007_000491,334,500,cow,2,2,459,334
2007_000504,412,500,cow,341,102,500,406
2007_000504,412,500,person,36,34,79,123
2007_000504,412,500,person,2,44,36,120
2007_000504,412,500,person,29,42,41,64
2007_000515,375,500,bicycle,1,199,40,293
2007_000515,375,500,person,1,85,29,279
2007_000515,375,500,car,64,164,151,210
2007_000515,375,500,car,147,167,186,200
2007_000528,375,500,cat,124,68,319,310
2007_000529,375,500,boat,290,143,500,250
2007_000529,375,500,car,422,237,461,255
2007_000549,500,375,cat,1,49,341,499
2007_000559,370,500,bottle,36,250,79,354
2007_000559,370,500,tvmonitor,160,26,371,241
2007_000572,331,500,bicycle,1,178,235,331
2007_000572,331,500,bicycle,8,134,226,297
2007_000584,375,500,bicycle,31,74,369,346
2007_000584,375,500,sofa,344,207,500,374
2007_000629,230,500,train,34,84,500,184
2007_000629,230,500,person,87,100,107,124
2007_000636,335,500,train,79,96,392,300
2007_000645,375,500,bird,135,46,500,374
2007_000645,375,500,bird,124,146,365,375
2007_000648,333,500,person,394,199,404,223
2007_000648,333,500,person,424,199,436,220
2007_000648,333,500,person,434,196,444,220
2007_000648,333,500,person,443,195,452,220
2007_000648,333,500,bus,29,113,353,266
2007_000648,333,500,aeroplane,328,86,474,192
2007_000648,333,500,car,2,213,28,235
2007_000661,375,500,sofa,119,177,331,278
2007_000661,375,500,pottedplant,65,90,170,197
2007_000661,375,500,chair,133,159,179,197
2007_000663,500,422,bus,12,2,417,467
2007_000663,500,422,car,7,39,63,94
2007_000663,500,422,car,362,24,422,53
2007_000663,500,422,car,376,36,422,81
2007_000663,500,422,car,373,68,422,108
2007_000663,500,422,car,376,98,422,210
2007_000664,375,500,person,51,2,325,375
2007_000676,375,500,sheep,59,94,472,270
2007_000713,336,500,boat,80,168,254,312
2007_000713,336,500,boat,184,160,472,269
2007_000720,333,500,dog,217,118,305,263
2007_000727,500,375,bus,89,323,273,436
2007_000727,500,375,car,272,369,323,388
2007_000727,500,375,car,2,380,89,435
2007_000727,500,375,person,333,356,358,438
2007_000727,500,375,person,319,357,341,424
2007_000727,500,375,person,354,363,375,414
2007_000727,500,375,car,49,367,90,389
2007_000727,500,375,car,113,138,160,164
2007_000733,435,450,person,48,25,273,383
2007_000733,435,450,motorbike,103,201,448,435
2007_000738,332,500,aeroplane,1,124,496,235
2007_000762,375,500,diningtable,1,189,500,375
2007_000762,375,500,bottle,29,152,118,375
2007_000762,375,500,person,382,61,500,261
2007_000762,375,500,person,342,142,393,202
2007_000762,375,500,person,143,127,266,223
2007_000762,375,500,person,199,140,220,187
2007_000762,375,500,person,4,22,124,252
2007_000762,375,500,person,3,249,174,328
2007_000768,375,500,bus,369,103,475,283
2007_000768,375,500,bus,33,46,369,330
2007_000783,437,480,person,201,57,325,259
2007_000783,437,480,horse,112,100,441,409
2007_000793,375,500,person,289,100,316,183
2007_000793,375,500,person,241,111,270,180
2007_000793,375,500,person,218,107,236,178
2007_000793,375,500,person,402,67,467,259
2007_000793,375,500,person,65,110,84,161
2007_000793,375,500,person,96,107,114,159
2007_000793,375,500,person,100,78,190,282
2007_000793,375,500,person,273,103,295,182
2007_000793,375,500,bicycle,151,160,310,280
2007_000793,375,500,bus,2,80,51,135
2007_000799,441,500,horse,95,23,500,441
2007_000799,441,500,person,230,225,500,441
2007_000804,500,333,chair,94,243,153,304
2007_000804,500,333,chair,32,352,126,491
2007_000804,500,333,sofa,191,265,332,470
2007_000807,500,334,person,34,31,200,500
2007_000822,374,500,motorbike,98,165,230,346
2007_000822,374,500,motorbike,231,168,353,323
2007_000830,375,500,diningtable,124,182,352,370
2007_000830,375,500,chair,150,221,259,375
2007_000830,375,500,chair,252,201,348,347
2007_000830,375,500,chair,250,175,318,248
2007_000836,480,318,person,69,99,224,297
2007_000836,480,318,horse,93,162,226,442
2007_000837,275,500,boat,261,65,365,159
2007_000847,500,375,diningtable,1,279,208,500
2007_000847,500,375,person,61,111,296,500
2007_000862,375,500,person,305,131,318,151
2007_000862,375,500,boat,304,142,354,160
2007_000876,334,500,cat,117,31,376,329
2007_000876,334,500,cat,261,14,398,132
2007_000904,375,500,cow,237,167,338,263
2007_000904,375,500,person,17,113,165,238
2007_000904,375,500,horse,1,213,305,375
2007_000925,353,500,sheep,29,101,216,343
2007_000925,353,500,sheep,309,105,460,333
2007_000999,500,375,bottle,233,317,289,405
2007_000999,500,375,person,2,16,280,500
2007_001027,375,500,chair,203,174,254,273
2007_001027,375,500,chair,329,174,348,223
2007_001027,375,500,chair,256,189,306,292
2007_001027,375,500,chair,263,218,351,329
2007_001027,375,500,sofa,401,270,500,375
2007_001027,375,500,bicycle,58,156,94,218
2007_001027,375,500,tvmonitor,1,244,43,340
2007_001073,375,500,cow,55,178,149,248
2007_001073,375,500,cow,135,176,174,241
2007_001073,375,500,cow,227,153,282,236
2007_001073,375,500,cow,276,159,350,255
2007_001073,375,500,cow,327,152,425,240
2007_001073,375,500,cow,421,161,500,227
2007_001149,375,500,sofa,148,138,403,302
2007_001149,375,500,tvmonitor,75,85,146,153
2007_001149,375,500,pottedplant,1,7,142,375
2007_001154,375,500,sofa,1,233,174,375
2007_001154,375,500,pottedplant,134,230,171,274
2007_001175,375,500,person,119,153,367,329
2007_001175,375,500,person,157,169,256,230
2007_001175,375,500,tvmonitor,360,114,449,187
2007_001185,375,500,cat,197,199,289,323
2007_001185,375,500,person,78,78,289,375
2007_001185,375,500,diningtable,204,223,500,375
2007_001185,375,500,bottle,452,131,500,253
2007_001225,500,387,dog,100,212,303,414
2007_001239,375,500,dog,108,60,320,160
2007_001239,375,500,dog,228,138,381,375
2007_001239,375,500,dog,118,94,286,307
2007_001284,375,500,person,135,123,235,375
2007_001284,375,500,person,238,115,376,304
2007_001284,375,500,person,276,117,426,360
2007_001284,375,500,person,301,114,500,375
2007_001284,375,500,person,1,114,126,375
2007_001284,375,500,person,419,90,448,139
2007_001288,342,500,aeroplane,68,76,426,209
2007_001288,342,500,aeroplane,357,272,497,317
2007_001288,342,500,aeroplane,196,272,316,314
2007_001289,309,500,bird,157,98,355,188
2007_001299,500,429,cow,39,26,229,412
2007_001299,500,429,cow,211,240,319,408
2007_001299,500,429,cow,318,221,408,435
2007_001311,319,500,bicycle,465,104,490,166
2007_001311,319,500,bicycle,432,118,465,186
2007_001311,319,500,bicycle,334,128,380,220
2007_001311,319,500,bicycle,177,188,304,319
2007_001311,319,500,bicycle,12,161,181,319
2007_001311,319,500,person,463,67,495,154
2007_001311,319,500,person,431,75,468,171
2007_001311,319,500,person,333,79,387,201
2007_001311,319,500,person,187,106,291,293
2007_001311,319,500,person,27,61,163,280
2007_001321,333,500,car,1,98,456,333
2007_001340,375,500,dog,326,284,500,375
2007_001340,375,500,chair,213,48,406,266
2007_001340,375,500,person,150,140,252,375
2007_001340,375,500,person,92,111,331,374
2007_001377,366,500,aeroplane,273,163,318,250
2007_001397,500,333,dog,128,121,214,263
2007_001408,500,333,bottle,114,245,178,448
2007_001408,500,333,person,56,107,230,387
2007_001408,500,333,bottle,20,68,50,167
2007_001408,500,333,person,210,1,333,108
2007_001408,500,333,person,84,87,333,366
2007_001408,500,333,pottedplant,119,1,184,130
2007_001416,328,500,sheep,208,78,401,192
2007_001416,328,500,sheep,19,71,183,195
2007_001416,328,500,sheep,1,106,121,249
2007_001416,328,500,sheep,1,185,324,328
2007_001416,328,500,sheep,330,26,472,106
2007_001416,328,500,sheep,27,13,252,134
2007_001420,332,500,horse,192,109,340,270
2007_001420,332,500,person,281,80,364,268
2007_001420,332,500,pottedplant,436,148,500,306
2007_001423,333,500,person,124,56,382,333
2007_001430,375,500,diningtable,1,269,250,374
2007_001430,375,500,person,100,154,235,286
2007_001430,375,500,person,211,146,303,352
2007_001430,375,500,person,245,154,398,374
2007_001430,375,500,pottedplant,56,174,100,220
2007_001430,375,500,tvmonitor,316,1,418,66
2007_001430,375,500,pottedplant,344,83,428,214
2007_001439,500,375,diningtable,4,324,375,500
2007_001439,500,375,chair,195,282,273,336
2007_001457,375,500,sofa,136,121,350,264
2007_001457,375,500,chair,432,212,500,375
2007_001458,333,500,sofa,106,121,392,299
2007_001487,375,500,boat,242,117,277,151
2007_001526,298,500,person,3,18,114,298
2007_001526,298,500,person,109,51,214,297
2007_001526,298,500,person,212,35,316,297
2007_001526,298,500,person,289,33,387,297
2007_001526,298,500,person,381,15,500,297
2007_001558,375,500,person,1,56,286,329
2007_001558,375,500,person,283,15,500,328
2007_001568,400,400,aeroplane,3,42,400,372
2007_001583,375,500,person,312,45,412,282
2007_001583,375,500,person,70,16,232,375
2007_001585,434,500,person,197,115,328,358
2007_001585,434,500,sofa,6,180,425,341
2007_001585,434,500,bottle,58,158,72,191
2007_001586,398,480,horse,28,54,429,329
2007_001586,398,480,person,211,40,331,237
2007_001587,375,500,bicycle,204,249,274,325
2007_001594,333,500,sheep,270,153,334,208
2007_001594,333,500,sheep,231,153,269,209
2007_001594,333,500,sheep,179,149,206,210
2007_001594,333,500,sheep,151,142,180,210
2007_001594,333,500,sheep,206,150,239,212
2007_001594,333,500,person,335,93,400,218
2007_001594,333,500,dog,253,177,302,238
2007_001595,375,500,bus,268,162,442,296
2007_001595,375,500,bus,40,158,275,288
2007_001602,500,351,bottle,252,2,351,365
2007_001602,500,351,bottle,112,3,225,203
2007_001609,500,375,diningtable,3,120,374,500
2007_001609,500,375,chair,179,75,263,124
2007_001609,500,375,chair,333,117,375,220
2007_001609,500,375,chair,29,111,72,182
2007_001609,500,375,chair,4,169,34,265
2007_001627,500,375,person,104,7,280,475
2007_001630,500,375,person,26,14,54,114
2007_001630,500,375,person,190,27,268,214
2007_001630,500,375,person,74,95,200,358
2007_001630,500,375,person,155,196,343,500
2007_001630,500,375,person,333,32,373,255
2007_001630,500,375,bicycle,85,231,200,428
2007_001630,500,375,bicycle,149,358,340,500
2007_001667,333,500,person,251,115,298,217
2007_001677,375,500,diningtable,110,269,500,375
2007_001677,375,500,chair,52,230,140,375
2007_001678,333,500,tvmonitor,373,102,500,228
2007_001678,333,500,tvmonitor,252,109,349,200
2007_001678,333,500,person,107,192,256,333
2007_001678,333,500,person,119,62,157,110
2007_001678,333,500,chair,111,82,145,113
2007_001678,333,500,tvmonitor,164,60,195,84
2007_001686,500,375,person,112,168,206,500
2007_001698,375,500,boat,61,93,447,209
2007_001698,375,500,boat,39,138,358,233
2007_001704,375,500,tvmonitor,118,1,405,317
2007_001709,333,500,person,367,132,426,287
2007_001709,333,500,person,1,1,202,333
2007_001709,333,500,motorbike,1,45,412,333
2007_001717,404,500,tvmonitor,1,111,58,169
2007_001717,404,500,person,371,160,476,404
2007_001717,404,500,person,227,99,365,404
2007_001717,404,500,chair,146,207,263,366
2007_001724,315,275,horse,35,15,219,302
2007_001733,500,500,sheep,1,270,82,329
2007_001733,500,500,sheep,236,275,294,326
2007_001733,500,500,sheep,180,275,235,365
2007_001733,500,500,sheep,132,261,167,287
2007_001733,500,500,sheep,104,252,116,269
2007_001733,500,500,sheep,56,254,82,275
2007_001733,500,500,sheep,23,263,42,274
2007_001733,500,500,sheep,8,254,25,271
2007_001733,500,500,sheep,30,256,45,269
2007_001733,500,500,sheep,203,256,215,267
2007_001733,500,500,sheep,165,260,183,281
2007_001733,500,500,sheep,217,259,231,266
2007_001733,500,500,sheep,255,264,270,278
2007_001733,500,500,sheep,270,266,287,276
2007_001733,500,500,sheep,361,264,376,276
2007_001733,500,500,sheep,338,262,351,272
2007_001733,500,500,sheep,324,262,342,274
2007_001733,500,500,sheep,312,260,323,274
2007_001733,500,500,sheep,297,259,312,274
2007_001761,333,500,aeroplane,27,87,500,273
2007_001763,375,500,cat,281,119,500,375
2007_001763,375,500,dog,1,24,330,366
2007_001763,375,500,sofa,1,48,500,375
2007_001763,375,500,tvmonitor,83,1,195,16
2007_001764,375,500,cow,467,105,500,150
2007_001764,375,500,cow,278,103,349,147
2007_001764,375,500,cow,221,106,282,148
2007_001764,375,500,cow,134,103,223,148
2007_001764,375,500,cow,98,97,144,133
2007_001764,375,500,cow,2,112,11,140
2007_001774,340,500,cat,14,86,500,286
2007_001825,375,500,cat,1,39,403,300
2007_001825,375,500,dog,1,3,500,372
2007_001834,334,500,diningtable,46,39,456,304
2007_001857,375,500,car,1,11,500,374
2007_001857,375,500,person,397,1,479,127
2007_001857,375,500,person,328,1,413,122
2007_001857,375,500,person,226,1,327,117
2007_001857,375,500,person,168,3,236,104
2007_001857,375,500,person,86,1,145,45
2007_001857,375,500,person,132,32,173,67
2007_001872,375,500,sheep,153,22,355,342
2007_001884,375,500,bus,189,217,201,245
2007_001884,375,500,bus,200,216,311,251
2007_001884,375,500,bus,309,213,416,245
2007_001884,375,500,aeroplane,130,112,435,211
2007_001901,500,375,chair,192,261,247,390
2007_001901,500,375,chair,292,255,312,415
2007_001901,500,375,chair,233,258,308,400
2007_001901,500,375,diningtable,238,266,312,413
2007_001901,500,375,sofa,4,284,173,497
2007_001917,397,500,cow,191,167,266,210
2007_001917,397,500,cow,416,181,482,217
2007_001917,397,500,cow,341,173,420,220
2007_001955,324,500,horse,247,183,296,239
2007_001955,324,500,horse,212,178,248,226
2007_001960,500,329,horse,108,138,264,332
2007_002024,375,500,bus,337,124,500,273
2007_002024,375,500,bus,104,88,343,301
2007_002024,375,500,bus,1,109,71,297
2007_002024,375,500,person,174,160,207,199
2007_002046,500,454,horse,277,143,454,423
2007_002046,500,454,horse,1,67,269,433
2007_002055,375,500,dog,15,248,151,368
2007_002055,375,500,person,64,146,229,375
2007_002055,375,500,sofa,2,220,275,374
2007_002079,375,500,person,210,37,327,374
2007_002079,375,500,person,313,79,433,372
2007_002088,332,500,cow,1,30,470,332
2007_002094,332,500,bird,72,1,335,331
2007_002099,375,500,aeroplane,1,92,500,331
2007_002105,375,500,motorbike,169,96,407,276
2007_002105,375,500,person,237,99,358,240
2007_002107,375,500,aeroplane,408,243,449,257
2007_002119,375,500,tvmonitor,369,135,443,202
2007_002119,375,500,person,155,65,256,332
2007_002119,375,500,person,85,36,164,368
2007_002119,375,500,person,30,2,143,375
2007_002119,375,500,person,6,117,31,153
2007_002119,375,500,person,2,138,44,271
2007_002120,335,500,bird,228,35,347,90
2007_002120,335,500,person,64,24,496,334
2007_002132,375,500,tvmonitor,184,155,306,249
2007_002142,333,500,person,178,86,316,333
2007_002142,333,500,person,292,71,409,333
2007_002142,333,500,person,5,130,62,218
2007_002198,369,500,aeroplane,118,106,426,177
2007_002212,334,500,bird,42,72,459,247
2007_002216,340,500,bus,360,110,500,313
2007_002216,340,500,bus,65,104,396,319
2007_002227,333,500,tvmonitor,419,64,500,135
2007_002227,333,500,bicycle,33,20,450,330
2007_002234,375,500,boat,110,150,415,250
2007_002234,375,500,boat,1,83,136,166
2007_002260,330,500,motorbike,107,61,447,287
2007_002262,333,500,person,93,36,467,333
2007_002266,373,500,aeroplane,231,251,458,346
2007_002266,373,500,aeroplane,5,118,499,258
2007_002268,375,500,dog,65,256,242,354
2007_002268,375,500,cat,288,186,378,249
2007_002268,375,500,sofa,6,188,493,375
2007_002273,212,320,horse,116,51,190,181
2007_002273,212,320,person,121,14,186,118
2007_002281,238,500,car,1,30,387,213
2007_002281,238,500,person,189,54,214,96
2007_002284,500,375,pottedplant,18,1,106,88
2007_002284,500,375,pottedplant,1,40,25,84
2007_002284,500,375,pottedplant,120,19,216,116
2007_002284,500,375,pottedplant,176,48,234,125
2007_002284,500,375,pottedplant,169,121,240,243
2007_002284,500,375,pottedplant,110,278,250,493
2007_002293,500,332,person,2,47,264,500
2007_002293,500,332,person,87,131,287,500
2007_002344,500,333,person,3,44,333,500
2007_002361,500,375,pottedplant,21,199,148,486
2007_002361,500,375,person,294,296,375,500
2007_002368,500,333,sofa,41,224,75,277
2007_002368,500,333,sofa,284,316,333,500
2007_002368,500,333,chair,34,269,112,387
2007_002368,500,333,chair,183,274,272,391
2007_002368,500,333,diningtable,135,263,256,403
2007_002370,375,500,person,454,190,465,210
2007_002370,375,500,person,461,189,474,209
2007_002370,375,500,car,395,189,432,208
2007_002370,375,500,car,355,174,391,213
2007_002376,333,500,aeroplane,1,32,458,224
2007_002378,375,500,person,184,10,384,305
2007_002378,375,500,pottedplant,1,2,196,296
2007_002378,375,500,pottedplant,242,99,500,367
2007_002378,375,500,pottedplant,305,12,500,372
2007_002378,375,500,pottedplant,360,30,500,358
2007_002378,375,500,pottedplant,117,37,170,164
2007_002387,375,500,cow,246,170,342,244
2007_002387,375,500,person,220,153,250,252
2007_002387,375,500,person,194,128,214,166
2007_002387,375,500,person,160,130,188,167
2007_002400,500,350,bird,2,27,305,499
2007_002403,375,500,person,316,114,334,160
2007_002403,375,500,bird,373,182,407,226
2007_002403,375,500,boat,283,30,394,174
2007_002412,375,500,bird,274,181,305,220
2007_002412,375,500,bird,210,199,247,240
2007_002426,375,500,person,95,34,493,285
2007_002426,375,500,sofa,38,2,248,116
2007_002427,240,320,sofa,161,143,261,228
2007_002427,240,320,sofa,1,60,137,240
2007_002427,240,320,pottedplant,253,181,320,240
2007_002445,500,360,cat,13,89,349,490
2007_002462,375,500,train,54,75,500,158
2007_002470,500,417,cat,23,86,417,462
2007_002488,500,375,person,110,75,281,443
2007_002488,500,375,motorbike,11,226,375,500
2007_002539,333,500,bus,1,1,500,333
2007_002539,333,500,person,198,105,307,333
2007_002545,500,375,person,75,43,206,496
2007_002545,500,375,bottle,181,62,211,132
2007_002545,500,375,sofa,3,27,248,394
2007_002545,500,375,sofa,242,77,375,280
2007_002565,375,500,train,1,19,460,348
2007_002565,375,500,person,258,175,334,336
2007_002597,375,500,cat,88,173,422,375
2007_002597,375,500,dog,51,21,388,248
2007_002611,375,500,person,1,1,397,351
2007_002611,375,500,dog,152,131,337,298
2007_002618,384,500,sheep,17,20,483,343
2007_002619,500,380,aeroplane,26,15,345,476
2007_002624,375,500,person,109,142,281,375
2007_002624,375,500,person,254,150,360,256
2007_002624,375,500,diningtable,217,245,500,375
2007_002639,375,500,person,345,158,402,284
2007_002639,375,500,person,240,141,307,301
2007_002639,375,500,person,185,156,242,301
2007_002643,375,500,car,1,51,89,152
2007_002643,375,500,person,407,57,453,174
2007_002643,375,500,person,180,102,281,207
2007_002643,375,500,motorbike,181,133,302,282
2007_002648,375,500,sheep,104,157,302,372
2007_002648,375,500,sheep,239,148,350,225
2007_002648,375,500,sheep,38,100,255,267
2007_002668,375,500,diningtable,86,312,499,374
2007_002668,375,500,person,320,102,500,319
2007_002668,375,500,person,426,105,462,134
2007_002668,375,500,person,95,83,309,319
2007_002668,375,500,person,89,169,112,190
2007_002668,375,500,pottedplant,19,124,97,187
2007_002669,375,500,cow,292,137,372,174
2007_002669,375,500,cow,116,191,245,287
2007_002669,375,500,person,442,241,478,294
2007_002669,375,500,cow,163,184,273,269
2007_002719,374,500,boat,53,100,468,238
2007_002719,374,500,person,158,130,188,168
2007_002719,374,500,person,183,108,206,136
2007_002719,374,500,person,144,107,167,132
2007_002719,374,500,person,87,126,122,150
2007_002728,334,500,train,264,170,376,236
2007_002728,334,500,person,333,1,500,332
2007_002728,334,500,person,1,1,223,334
2007_002760,333,500,cat,256,28,500,277
2007_002760,333,500,cat,1,7,273,294
2007_002789,314,500,person,376,128,427,222
2007_002789,314,500,cow,50,130,174,219
2007_002789,314,500,cow,195,170,205,187
2007_002789,314,500,cow,220,172,241,189
2007_002789,314,500,cow,478,196,500,206
2007_002789,314,500,cow,461,194,479,208
2007_002789,314,500,cow,454,191,479,198
2007_002789,314,500,cow,415,188,429,198
2007_002789,314,500,cow,375,188,397,198
2007_002789,314,500,car,459,174,485,184
2007_002789,314,500,car,376,175,402,182
2007_002789,314,500,car,314,173,337,184
2007_002789,314,500,car,239,173,259,182
2007_002823,375,500,motorbike,93,227,448,375
2007_002823,375,500,person,213,149,327,344
2007_002824,431,500,person,1,13,500,431
2007_002845,500,375,sheep,284,196,326,216
2007_002845,500,375,sheep,14,265,175,347
2007_002845,500,375,sheep,140,199,186,235
2007_002845,500,375,sheep,220,210,248,229
2007_002845,500,375,sheep,254,204,279,227
2007_002845,500,375,sheep,230,201,256,220
2007_002852,375,500,dog,38,57,298,157
2007_002852,375,500,dog,68,147,458,237
2007_002852,375,500,dog,22,202,387,361
2007_002895,375,500,person,388,194,419,339
2007_002895,375,500,person,415,192,447,338
2007_002896,500,375,bird,124,71,253,500
2007_002903,376,500,cow,16,19,480,376
2007_002914,375,500,diningtable,2,266,397,375
2007_002914,375,500,person,287,13,500,374
2007_002953,370,500,bottle,25,102,93,325
2007_002953,370,500,bottle,94,104,166,337
2007_002953,370,500,bottle,165,103,247,347
2007_002953,370,500,tvmonitor,216,52,416,304
2007_002953,370,500,tvmonitor,89,61,162,141
2007_002954,375,500,person,118,22,200,292
2007_002954,375,500,person,351,166,461,375
2007_002967,500,336,pottedplant,167,1,255,255
2007_002967,500,336,pottedplant,7,153,153,266
2007_002967,500,336,pottedplant,142,333,237,436
2007_003000,333,500,aeroplane,193,114,278,164
2007_003011,375,500,diningtable,1,303,238,375
2007_003011,375,500,chair,1,269,67,316
2007_003011,375,500,chair,92,291,249,375
2007_003011,375,500,sofa,198,192,385,258
2007_003011,375,500,sofa,274,218,478,374
2007_003011,375,500,chair,392,194,419,217
2007_003011,375,500,tvmonitor,35,141,142,243
2007_003011,375,500,tvmonitor,211,150,250,190
2007_003020,375,500,pottedplant,405,205,444,245
2007_003020,375,500,pottedplant,415,270,450,325
2007_003020,375,500,person,72,122,172,375
2007_003020,375,500,person,171,117,281,375
2007_003020,375,500,person,256,142,337,352
2007_003020,375,500,person,330,130,405,342
2007_003022,333,500,horse,153,80,416,286
2007_003022,333,500,person,241,51,299,181
2007_003051,333,500,car,30,82,283,207
2007_003088,375,500,bottle,107,269,154,366
2007_003088,375,500,person,69,65,330,375
2007_003088,375,500,person,209,91,286,211
2007_003091,500,333,person,35,168,270,495
2007_003091,500,333,person,43,2,333,458
2007_003101,333,500,bus,292,1,500,253
2007_003101,333,500,bus,197,59,263,209
2007_003101,333,500,bus,1,2,211,295
2007_003101,333,500,car,257,170,289,188
2007_003104,375,500,person,64,71,161,368
2007_003106,375,500,cat,208,238,404,324
2007_003106,375,500,person,185,15,401,374
2007_003110,358,500,dog,213,127,275,266
2007_003110,358,500,dog,121,107,188,234
2007_003118,333,500,bird,207,21,286,108
2007_003118,333,500,bird,361,153,461,220
2007_003118,333,500,bird,298,174,373,248
2007_003118,333,500,person,125,73,391,333
2007_003118,333,500,person,362,206,472,333
2007_003131,334,500,boat,340,214,410,330
2007_003134,366,500,person,64,86,184,317
2007_003134,366,500,person,160,72,300,284
2007_003134,366,500,person,270,1,483,366
2007_003137,375,500,bus,1,45,406,310
2007_003143,292,500,car,33,72,482,254
2007_003169,375,500,cat,54,113,474,332
2007_003169,375,500,sofa,2,64,249,211
2007_003178,375,500,train,72,138,411,269
2007_003188,375,500,bicycle,54,125,320,375
2007_003188,375,500,person,257,4,435,375
2007_003189,500,458,horse,175,170,271,334
2007_003189,500,458,person,163,54,289,284
2007_003189,500,458,pottedplant,177,328,268,477
2007_003189,500,458,pottedplant,143,285,214,348
2007_003189,500,458,pottedplant,90,269,139,359
2007_003190,500,354,sheep,100,30,269,179
2007_003190,500,354,sheep,2,47,115,220
2007_003190,500,354,sheep,7,47,107,265
2007_003190,500,354,sheep,123,93,282,458
2007_003191,333,500,person,3,1,351,333
2007_003194,333,500,dog,1,16,374,299
2007_003195,333,500,bus,167,149,321,276
2007_003195,333,500,car,327,227,474,269
2007_003201,315,500,cow,1,53,166,260
2007_003201,315,500,cow,137,25,416,298
2007_003201,315,500,cow,320,30,500,261
2007_003205,500,333,person,28,76,306,376
2007_003205,500,333,chair,11,168,322,447
2007_003207,333,500,bottle,124,6,162,102
2007_003207,333,500,bottle,94,36,132,91
2007_003207,333,500,bottle,71,57,108,166
2007_003207,333,500,bottle,100,58,150,188
2007_003207,333,500,bottle,13,71,61,184
2007_003207,333,500,bottle,152,115,203,237
2007_003207,333,500,bottle,216,102,261,222
2007_003207,333,500,bottle,259,134,307,260
2007_003207,333,500,bottle,308,126,356,251
2007_003207,333,500,bottle,350,139,408,264
2007_003226,500,333,person,71,43,286,485
2007_003251,375,500,diningtable,120,159,392,340
2007_003251,375,500,chair,278,226,446,375
2007_003251,375,500,chair,258,158,353,283
2007_003251,375,500,chair,109,174,218,330
2007_003251,375,500,chair,135,148,202,233
2007_003267,333,500,bird,2,69,500,333
2007_003286,375,500,train,66,61,448,301
2007_003329,500,332,person,11,15,284,495
2007_003330,333,500,bird,268,96,375,247
2007_003330,333,500,bird,166,70,238,146
2007_003349,333,500,bird,88,55,327,289
2007_003367,375,500,person,1,174,38,253
2007_003367,375,500,person,3,200,22,316
2007_003367,375,500,motorbike,15,213,111,302
2007_003367,375,500,pottedplant,354,167,389,267
2007_003367,375,500,pottedplant,387,130,418,170
2007_003367,375,500,pottedplant,422,128,447,171
